date,temperature_2m,humidity,dewpoint_2m,apparent_temperature,pressure,precipitation
1983-10-20,26.5,79.33333333333333,22.266666666666666,31.075,1006.2083333333334,0.8
1983-10-21,27.2,72.45833333333333,21.1125,30.962500000000002,1005.8666666666667,0.0
1983-10-22,27.070833333333336,69.5,20.341666666666665,30.229166666666668,1006.025,0.0
1983-10-23,26.27916666666667,79.20833333333333,22.183333333333334,29.820833333333336,1006.1583333333333,2.5
1983-10-24,24.40833333333333,92.70833333333333,23.15833333333333,28.458333333333332,1005.6333333333333,8.5
1983-10-25,24.675,91.95833333333333,23.254166666666666,28.829166666666666,1005.5500000000001,12.5
1983-10-26,24.816666666666666,90.79166666666667,23.141666666666666,28.900000000000002,1006.6999999999999,18.0
1983-10-27,25.229166666666668,91.125,23.620833333333334,30.15416666666667,1007.1291666666666,4.0
1983-10-28,26.075,84.625,23.125,30.795833333333334,1006.7458333333334,6.4
1983-10-29,25.683333333333334,86.75,23.224999999999998,30.229166666666668,1006.6958333333333,6.6
1983-10-30,25.0125,87.41666666666667,22.766666666666666,28.995833333333334,1008.1541666666667,6.7
1983-10-31,25.28333333333333,86.66666666666667,22.837500000000002,29.2625,1008.6708333333332,3.5
1983-11-01,25.166666666666668,88.04166666666667,22.97083333333333,29.34166666666667,1008.4708333333333,6.5
1983-11-02,25.504166666666666,86.58333333333333,22.991666666666664,30.09583333333333,1008.0208333333334,2.9
1983-11-03,25.65416666666667,88.25,23.4875,30.65416666666667,1007.9458333333333,3.9999999999999996
1983-11-04,25.925,86.25,23.3125,30.55,1007.6083333333332,2.6
1983-11-05,26.020833333333332,84.125,22.974999999999998,30.47083333333333,1007.6291666666666,2.1
1983-11-06,25.962500000000002,77.45833333333333,21.316666666666666,29.59166666666667,1006.5208333333334,0.0
1983-11-07,27.083333333333332,61.833333333333336,18.825,29.337500000000002,1005.0916666666667,0.0
1983-11-08,27.229166666666668,73.16666666666667,21.662499999999998,31.204166666666666,1005.3791666666666,0.0
1983-11-09,26.837500000000002,71.83333333333333,21.133333333333333,30.483333333333334,1005.8874999999999,0.1
1983-11-10,25.604166666666668,67.16666666666667,18.841666666666665,28.054166666666664,1006.8666666666667,0.0
1983-11-11,24.8125,60.0,15.987499999999999,25.912499999999998,1007.1875,0.0
1983-11-12,24.620833333333334,63.375,16.6125,25.8875,1007.7125,0.0
1983-11-13,25.212500000000002,71.125,19.354166666666668,27.295833333333334,1008.6958333333333,0.0
1983-11-14,25.604166666666668,72.70833333333333,19.9875,28.083333333333332,1008.8375,0.0
1983-11-15,25.304166666666664,67.625,18.316666666666666,27.09583333333333,1009.2416666666667,0.0
1983-11-16,25.741666666666664,71.29166666666667,19.849999999999998,28.070833333333336,1009.975,0.0
1983-11-17,26.183333333333334,73.33333333333333,20.741666666666667,28.77916666666667,1009.5749999999999,0.0
1983-11-18,26.016666666666666,75.08333333333333,21.004166666666666,28.75,1009.2083333333334,0.7
1983-11-19,26.191666666666666,78.33333333333333,21.97083333333333,29.412499999999998,1009.4958333333334,0.6
1983-11-20,26.34166666666667,72.875,20.766666666666666,28.65416666666667,1010.0625,0.0
1983-11-21,25.745833333333334,73.20833333333333,20.291666666666668,28.183333333333334,1009.1208333333334,0.0
1983-11-22,25.770833333333332,68.66666666666667,18.991666666666667,27.979166666666668,1008.5500000000001,0.0
1983-11-23,25.616666666666664,60.708333333333336,16.641666666666666,26.9375,1009.4041666666667,0.0
1983-11-24,25.729166666666668,69.20833333333333,18.733333333333334,28.116666666666664,1010.1166666666667,0.0
1983-11-25,26.320833333333336,67.75,19.287499999999998,28.90833333333333,1009.85,0.0
1983-11-26,26.458333333333332,66.41666666666667,18.808333333333334,28.5125,1009.8208333333333,0.0
1983-11-27,25.245833333333334,79.41666666666667,21.291666666666668,27.666666666666668,1010.8833333333333,1.6
1983-11-28,24.479166666666668,84.70833333333333,21.675,27.22083333333333,1011.4250000000001,5.0
1983-11-29,24.825,84.20833333333333,21.891666666666666,27.675,1011.5541666666667,3.7
1983-11-30,25.058333333333334,77.75,20.716666666666665,27.15833333333333,1011.8208333333333,0.0
1983-12-01,25.366666666666664,74.0,20.104166666666668,27.3125,1011.1374999999999,0.0
1983-12-02,24.883333333333336,80.54166666666667,21.1375,27.816666666666666,1011.0791666666668,3.1
1983-12-03,24.09166666666667,85.125,21.349999999999998,27.104166666666668,1012.1958333333333,4.0
1983-12-04,24.016666666666666,84.33333333333333,21.087500000000002,26.8875,1012.9666666666667,1.0
1983-12-05,24.629166666666666,74.83333333333333,19.516666666666666,26.212500000000002,1012.4875000000001,0.1
1983-12-06,24.7375,69.54166666666667,18.466666666666665,25.837500000000002,1011.7875,0.0
1983-12-07,25.008333333333336,67.5,18.325,25.991666666666664,1010.9666666666667,0.0
1983-12-08,24.991666666666664,66.83333333333333,18.220833333333335,26.0,1009.6458333333334,0.0
1983-12-09,24.2,82.625,20.941666666666666,26.895833333333332,1009.4416666666666,1.2
1983-12-10,24.78333333333333,82.125,21.375,27.53333333333333,1009.275,3.5
1983-12-11,23.837500000000002,89.54166666666667,21.945833333333336,27.133333333333336,1009.0041666666666,15.6
1983-12-12,23.974999999999998,87.29166666666667,21.620833333333334,26.575,1008.5875,6.1
1983-12-13,24.21666666666667,86.0,21.650000000000002,26.974999999999998,1008.8958333333334,0.7
1983-12-14,24.129166666666666,85.75,21.5125,26.6125,1009.7666666666668,3.4000000000000004
1983-12-15,23.9375,86.91666666666667,21.587500000000002,26.8125,1009.3375,8.9
1983-12-16,24.233333333333334,83.45833333333333,21.216666666666665,26.90416666666667,1008.6,1.0
1983-12-17,24.695833333333336,78.95833333333333,20.6375,26.816666666666666,1007.6166666666667,0.2
1983-12-18,24.275000000000002,79.25,20.358333333333334,26.083333333333332,1008.1791666666667,0.7000000000000001
1983-12-19,24.891666666666666,73.5,19.7375,26.233333333333334,1007.9166666666666,0.0
1983-12-20,23.84166666666667,81.625,20.412499999999998,25.3125,1007.1791666666667,17.9
1983-12-21,22.795833333333334,92.58333333333333,21.520833333333332,24.837500000000002,1006.7083333333334,50.3
1983-12-22,23.150000000000002,94.66666666666667,22.212500000000002,25.020833333333332,1005.7583333333333,67.5
1983-12-23,23.883333333333336,93.83333333333333,22.804166666666664,27.1125,1005.8541666666666,23.0
1983-12-24,24.020833333333332,91.0,22.47083333333333,27.983333333333334,1007.875,8.8
1983-12-25,24.03333333333333,91.70833333333333,22.541666666666668,28.445833333333336,1008.5124999999999,8.1
1983-12-26,24.929166666666664,88.5,22.849999999999998,29.366666666666664,1006.6875,1.5
1983-12-27,25.525000000000002,87.75,23.2,30.354166666666668,1006.0291666666667,3.9000000000000004
1983-12-28,24.662499999999998,83.70833333333333,21.675,28.354166666666668,1007.9875000000001,2.0
1983-12-29,24.3125,78.41666666666667,20.183333333333334,27.145833333333332,1009.7541666666666,0.0
1983-12-30,24.879166666666666,84.95833333333333,22.070833333333336,28.7625,1009.0791666666668,0.7000000000000001
1983-12-31,23.875,81.20833333333333,20.254166666666666,26.575,1009.6541666666667,0.0
1984-01-01,23.691666666666666,80.625,20.058333333333334,25.979166666666668,1010.4416666666666,0.30000000000000004
1984-01-02,23.958333333333332,80.45833333333333,20.241666666666667,26.729166666666668,1010.0416666666666,0.0
1984-01-03,23.650000000000002,79.625,19.7,25.895833333333332,1011.0375,0.0
1984-01-04,24.041666666666668,77.91666666666667,19.741666666666667,26.125,1011.3916666666668,0.7
1984-01-05,23.883333333333336,82.91666666666667,20.695833333333333,26.787499999999998,1010.4958333333334,0.1
1984-01-06,24.28333333333333,82.66666666666667,21.029166666666665,27.2,1010.2208333333333,0.9
1984-01-07,24.070833333333336,82.04166666666667,20.6375,26.662499999999998,1009.8583333333332,0.9
1984-01-08,23.849999999999998,79.125,19.8625,26.008333333333336,1010.5375,0.30000000000000004
1984-01-09,23.787499999999998,81.0,20.133333333333333,25.9375,1009.2583333333333,0.9
1984-01-10,23.837500000000002,78.54166666666667,19.758333333333333,25.570833333333336,1009.5291666666667,1.1
1984-01-11,23.787499999999998,74.25,18.770833333333332,25.020833333333332,1010.1916666666666,0.0
1984-01-12,24.175,76.58333333333333,19.662499999999998,25.679166666666664,1009.8125,4.0
1984-01-13,23.650000000000002,84.91666666666667,20.858333333333334,25.941666666666666,1007.2375000000001,9.3
1984-01-14,23.59166666666667,89.45833333333333,21.72083333333333,27.0125,1005.9375,10.6
1984-01-15,24.104166666666668,89.33333333333333,22.15416666666667,28.05,1006.8791666666666,6.5
